Orthogroup,Enqua_tentacles1,Enqua_tentacles2,Enqua_tentacles3,Enqua_tentacles4,Enqua_tentacles5,Enqua_tentacles6,Mado_tentacle_i1,Mado_tentacle_i2,Mado_tentacle_o1,Mado_tentacle_o2,Stgag_tentacles1,Stgag_tentacles2,Stgag_tentacles3,Stgag_tentacles4,Stmer_tentacles1,Stmer_tentacles2,Stmer_tentacles3,Stmer_tentacles4,Sthad_tentacles1,Sthad_tentacles2,Sthad_tentacles3,Heau_tentacles1,Heau_tentacles2,Heau_tentacles3,Heau_tentacles4,Heau_tentacles5,Hecri_tentacles1,Hecri_tentacles2,Hecri_tentacles3,Hecri_tentacles4,Hemag_tentacles1,Hemag_tentacles2,Hemag_tentacles3,Hemag_tentacles4,Hemag_tentacles5
OG0007155,138,126,9,26,64,2,136,98,146,83,329,95,173,128,44,50,44,44,76,27,20,77,14,23,53,65,53,17,21,24,117,27,26,25,35
OG0004461,641,579,66,221,335,129,95,118,111,48,259,136,132,173,140,281,265,109,658,287,196,1242,139,120,136,219,402,192,143,267,155,98,28,34,47
OG0006191,306,236,29,61,79,63,901,1005,1753,685,1220,322,422,355,208,245,198,119,2505,933,599,1123,98,67,296,275,942,240,253,448,612,229,141,131,165
OG0005210,469,187,9,99,105,45,71,43,71,41,1020,242,467,215,333,430,271,240,868,274,291,494,135,80,87,153,328,56,67,122,994,320,186,245,192
OG0004896,460,171,24,118,175,93,1036,830,1324,667,558,343,330,311,239,397,182,212,432,141,223,4348,903,1039,1169,1136,1588,551,520,495,1267,400,412,311,274
OG0007161,934,464,50,149,244,102,538,668,833,414,451,185,310,229,226,246,153,83,299,96,132,2216,574,754,591,567,980,416,490,442,464,283,200,202,216
OG0006899,188,162,8,13,14,6,52,26,54,44,530,109,197,64,224,317,362,243,597,248,264,265,41,40,46,90,101,80,64,42,355,57,96,96,22
OG0006707,2190,1227,343,543,518,374,178,146,131,81,2197,903,1184,825,813,1125,671,454,10656,2507,3155,2136,410,394,409,502,577,283,517,522,3687,1316,948,876,609
OG0007308,140,129,6,48,26,16,89,131,176,70,101,12,40,36,33,31,21,16,59,24,18,207,61,45,69,52,111,23,19,53,114,44,25,23,26
OG0002340,1137,879,78,208,274,174,1260,858,1349,680,752,409,412,155,280,508,427,185,570,286,430,0,0,0,0,0,1550,638,1027,516,664,342,226,269,67
OG0006725,505,348,41,180,225,101,431,414,605,327,1465,333,692,332,498,635,231,270,1061,279,231,2604,659,600,1022,697,1134,527,482,636,1527,692,391,379,272
OG0003752,384,370,17,79,109,42,970,825,1080,587,1892,831,1016,809,467,885,390,344,2694,1101,842,2484,854,850,366,1047,1051,581,304,728,1735,684,692,743,496
OG0004901,2272,1050,101,640,1088,329,101,41,73,51,367,294,360,472,748,1218,759,817,847,206,242,1314,417,482,532,469,206,122,129,226,602,362,217,77,241
OG0007171,409,391,18,120,178,26,232,107,189,150,527,359,325,275,167,362,219,223,570,512,377,1543,372,285,226,253,312,136,178,146,505,381,135,153,51
OG0004383,448,437,80,189,322,152,224,208,325,167,803,376,667,207,434,639,351,447,753,184,267,496,104,79,111,100,1184,360,384,350,951,425,217,298,284
OG0001524,220,88,42,144,184,47,43,34,52,33,865,206,210,99,1158,1626,1136,674,466,123,140,268,45,39,128,102,47,27,41,31,355,227,116,124,108
OG0001815,1049,47,70,219,247,83,2016,2108,3005,1385,189,200,147,106,295,242,421,202,394,208,144,1941,614,372,458,640,537,371,446,501,654,425,276,424,358
OG0001964,13,1,0,4,12,3,178,177,257,109,147,104,96,100,140,337,235,131,360,134,225,308,68,113,103,214,470,227,353,164,193,94,42,65,42
OG0002720,416,184,32,81,161,59,430,306,535,261,96,164,62,58,122,83,214,93,273,156,233,775,125,146,142,217,652,151,147,174,232,114,55,43,71
OG0003023,24066,13898,1976,3659,5186,2224,1303,720,1410,912,4589,1426,1557,589,1175,1894,1055,1118,1085,519,798,10108,2273,2713,1576,1970,6995,973,1766,1244,5064,3151,1462,1314,1437
OG0003371,6140,3009,178,1218,1563,910,414,266,362,276,14999,5248,4531,5429,1775,4229,8182,3029,8276,6836,7865,1250,302,336,1036,337,1189,1041,1606,1071,9090,5084,3984,2582,2624
OG0003657,589,274,56,328,464,172,545,493,731,417,138,80,92,84,434,656,345,301,910,622,660,3133,1036,1031,876,1126,1396,677,724,724,1493,572,494,402,521
OG0003774,296,1244,448,361,442,497,69,71,49,36,2531,1481,1840,1175,2020,3682,1376,1328,2722,1712,1363,263,38,53,95,90,1025,364,490,432,4482,1132,589,425,815
OG0003801,644,1136,142,395,330,178,402,380,491,212,2436,860,1528,767,755,922,802,404,1694,1312,945,546,85,79,172,168,1536,560,691,619,3229,1110,744,520,510
OG0004216,30,69,59,191,565,9,63,12,31,56,314,170,312,80,5,17,10,3,461,105,136,720,96,67,110,96,437,203,228,258,286,303,30,112,60
OG0004373,2508,235,54,333,593,314,368,232,369,198,251,60,108,103,403,818,383,245,917,336,149,1958,233,329,211,308,951,472,257,395,1474,458,540,803,227
OG0005170,1359,988,171,373,441,273,997,859,1185,524,2846,755,1094,657,594,1124,549,396,1927,553,374,782,178,209,240,257,2072,791,915,754,2052,565,419,347,371
OG0005231,1146,1180,123,331,287,197,372,388,524,224,1373,402,746,347,480,516,525,367,1097,647,514,2225,394,284,575,244,1883,391,530,520,1809,583,351,346,320
OG0005304,0,0,0,0,0,0,807,750,932,368,1957,367,512,200,446,887,534,329,1932,329,315,2092,417,463,572,330,1173,319,309,505,2774,462,457,601,550
OG0005789,565,422,33,99,173,34,565,339,607,442,3151,948,984,835,718,1634,1243,820,2189,1166,951,2463,696,1095,1497,702,1854,497,766,767,3307,1171,1105,674,585
OG0005904,990,1159,73,469,620,156,534,587,670,464,787,368,525,329,235,382,105,141,1715,566,318,2183,1152,967,842,1131,332,107,142,122,701,338,203,184,154
OG0006079,1378,677,88,320,402,233,734,675,1031,454,1017,288,446,320,149,130,113,51,353,110,84,3518,843,964,1005,1042,2668,674,737,890,514,91,96,62,165
OG0006086,1075,795,97,167,421,131,589,586,870,355,937,261,555,357,1180,1622,1139,702,1134,838,731,3111,482,429,414,583,1024,360,431,466,3025,994,727,604,715
OG0006128,153,270,20,71,57,30,856,748,1108,450,1697,374,751,271,632,717,780,520,1406,538,412,2789,582,769,833,524,1126,404,354,595,1892,599,493,503,287
OG0006162,3066,2073,186,732,858,399,950,1055,1519,608,584,410,465,632,188,454,161,141,4777,1302,1123,4937,1248,1233,1372,1387,3825,819,881,1122,4191,1249,1221,1648,770
OG0006215,252,173,7,77,72,22,355,367,465,210,795,249,275,350,62,108,80,86,889,307,301,1716,193,258,256,435,820,97,98,272,460,177,73,81,63
OG0006242,545,196,11,110,95,71,55,56,87,30,102,57,82,127,122,225,95,88,293,101,73,1464,441,433,349,466,81,35,36,38,216,87,91,183,97
