TranscriptID	hyva<1>	chfle<2>	neno<3>	cyca<4>	sama<5>	chfus<6>	isnoc<7>	pabor<8>	cebra<9>	gafa<10>	gopla<11>	gonor<12>	golob<13>	nema<14>	exadia<15>	enqua<16>	hehe<17>	stmer<18>	hemag<19>	stgag<20>	sthad<21>	acte<22>	ando<23>	oula<24>	macdac<25>	heaur<26>	hecri<27>	<28>	<29>	<30>	<31>	<32>	<33>	<34>	<35>	<36>	<37>	<38>	<39>	<40>	<41>	<42>	<43>	<44>	<45>	<46>	<47>	<48>	<49>	<50>	<51>	<52>	<53>
OG0003723	[576-576]	[369-369]	[1901-1901]	[113-113]	[527-527]	[0-0]	[5-5]	[207-207]	[240-240]	[791-791]	[1007-1007]	[1204-1204]	[1485-1485]	[2503-2503]	[1599-1599]	[582-582]	[2892-2892]	[1253-1253]	[1263-1263]	[1218-1218]	[1128-1128]	[2029-2029]	[193-193]	[1489-1489]	[1762-1762]	[1398-1398]	[1426-1426]	[30.9365-3572.32]	[54.4926-1233.91]	[28.3341-1287.52]	[25.9437-740.555]	[6.85578-224.597]	[2.97987-128.833]	[64.7757-1969.91]	[9.57772-255.275]	[54.4926-916.131]	[278.011-5949.62]	[244.611-4058.24]	[526.817-2652.81]	[651.786-2768.02]	[344.071-6477.54]	[329.713-4234.47]	[390.995-2768.02]	[526.817-3144.57]	[709.7-3572.32]	[598.592-2542.38]	[598.592-2436.55]	[573.644-2436.55]	[463.634-2652.81]	[329.713-2335.13]	[189.328-1526.29]	[740.555-3281.14]	[772.751-2652.81]
OG0002808	[221-221]	[1111-1111]	[2051-2051]	[43-43]	[5418-5418]	[195-195]	[406-406]	[588-588]	[1340-1340]	[378-378]	[420-420]	[735-735]	[1004-1004]	[2104-2104]	[1027-1027]	[966-966]	[210024-210024]	[510-510]	[1668-1668]	[3348-3348]	[4061-4061]	[935-935]	[38-38]	[1212-1212]	[649-649]	[865-865]	[539-539]	[47.8498-5702.01]	[159.573-3572.32]	[108.536-4610.23]	[108.536-3013.68]	[59.4158-1661.79]	[181.409-5949.62]	[152.892-4418.36]	[128.833-3144.57]	[215.21-3572.32]	[206.214-4418.36]	[123.431-2055.48]	[290.124-1462.74]	[408.014-1809.3]	[329.713-6207.97]	[344.071-4234.47]	[483.807-3423.63]	[573.644-3423.63]	[3013.68-15156.5]	[772.751-3281.14]	[1343.46-5702.01]	[1809.3-7678.04]	[197.592-1133.28]	[140.352-997.496]	[76.9642-624.624]	[315.952-1462.74]	[359.053-1287.52]
OG0003887	[1581-1581]	[1493-1493]	[5513-5513]	[788-788]	[2839-2839]	[271-271]	[1457-1457]	[2071-2071]	[5282-5282]	[1534-1534]	[1627-1627]	[1741-1741]	[2341-2341]	[901-901]	[2054-2054]	[1862-1862]	[1656-1656]	[1480-1480]	[1363-1363]	[5881-5881]	[3902-3902]	[7618-7618]	[7477-7477]	[4292-4292]	[473-473]	[1837-1837]	[813-813]	[152.892-17965.2]	[359.053-8011.44]	[234.391-9908.51]	[290.124-8011.44]	[159.573-4418.36]	[152.892-5019.33]	[359.053-10338.7]	[483.807-11744.8]	[806.344-13342]	[359.053-8011.44]	[425.772-7052.29]	[806.344-4234.47]	[955.949-4234.47]	[390.995-7358.52]	[624.624-8011.44]	[877.969-6207.97]	[1040.85-6207.97]	[955.949-4810.43]	[1182.52-4810.43]	[1462.74-6207.97]	[2335.13-9908.51]	[1182.52-6758.81]	[2436.55-16501.2]	[1969.91-15814.6]	[390.995-1733.98]	[651.786-2335.13]
OG0005281	[160-160]	[15-15]	[1051-1051]	[162-162]	[958-958]	[12-12]	[434-434]	[304-304]	[144-144]	[295-295]	[96-96]	[109-109]	[235-235]	[95-95]	[566-566]	[218-218]	[420-420]	[68-68]	[187-187]	[0-0]	[101-101]	[919-919]	[130-130]	[299-299]	[575-575]	[529-529]	[265-265]	[13.8611-1733.98]	[32.3231-740.555]	[15.1796-680.128]	[47.8498-1287.52]	[23.7481-680.128]	[19.0104-651.786]	[40.2128-1233.91]	[56.9019-1401.83]	[52.1836-877.969]	[42.0021-916.131]	[45.8172-772.751]	[56.9019-302.764]	[76.9642-344.071]	[45.8172-877.969]	[76.9642-997.496]	[76.9642-549.733]	[80.3491-483.807]	[35.2794-181.409]	[19.0104-83.881]	[13.8611-64.7757]	[3.71736-20.7856]	[159.573-916.131]	[134.47-916.131]	[70.6111-573.644]	[206.214-955.949]	[197.592-709.7]
OG0005823	[247-247]	[25-25]	[590-590]	[612-612]	[1296-1296]	[0-0]	[514-514]	[1206-1206]	[478-478]	[176-176]	[124-124]	[134-134]	[190-190]	[702-702]	[126-126]	[132-132]	[390-390]	[191-191]	[145-145]	[201-201]	[135-135]	[493-493]	[151-151]	[1220-1220]	[631-631]	[313-313]	[142-142]	[18.1777-2237.92]	[40.2128-916.131]	[13.8611-651.786]	[33.7698-955.949]	[19.0104-549.733]	[5.35187-206.214]	[64.7757-1887.9]	[128.833-3281.14]	[189.328-3144.57]	[49.9707-1086.08]	[38.498-651.786]	[64.7757-329.713]	[76.9642-329.713]	[67.6314-1287.52]	[56.9019-740.555]	[95.4235-651.786]	[128.833-772.751]	[95.4235-483.807]	[80.3491-344.071]	[76.9642-329.713]	[80.3491-344.071]	[166.545-955.949]	[173.819-1182.52]	[152.892-1233.91]	[159.573-709.7]	[113.291-390.995]
OG0003857	[557-557]	[50-50]	[1199-1199]	[0-0]	[539-539]	[59-59]	[834-834]	[3455-3455]	[232-232]	[1202-1202]	[1388-1388]	[1166-1166]	[1664-1664]	[1111-1111]	[881-881]	[336-336]	[1180-1180]	[896-896]	[428-428]	[1124-1124]	[1319-1319]	[134-134]	[1301-1301]	[369-369]	[546-546]	[1594-1594]	[754-754]	[30.9365-3727.46]	[56.9019-1287.52]	[10.037-483.807]	[15.882-463.634]	[3.92217-134.47]	[30.9365-1040.85]	[166.545-5019.33]	[173.819-4234.47]	[224.597-3727.46]	[206.214-4418.36]	[315.952-5237.29]	[624.624-3144.57]	[680.128-2888.24]	[173.819-3281.14]	[181.409-2237.92]	[215.21-1462.74]	[266.401-1592.6]	[408.014-2144.76]	[408.014-1733.98]	[408.014-1661.79]	[598.592-2542.38]	[215.21-1233.91]	[146.488-997.496]	[244.611-1969.91]	[390.995-1733.98]	[598.592-2055.48]
OG0004436	[518-518]	[3028-3028]	[2062-2062]	[9-9]	[1040-1040]	[95-95]	[1214-1214]	[1686-1686]	[2194-2194]	[906-906]	[584-584]	[762-762]	[914-914]	[368-368]	[1620-1620]	[756-756]	[3760-3760]	[1543-1543]	[2056-2056]	[2030-2030]	[2035-2035]	[2853-2853]	[433-433]	[8139-8139]	[813-813]	[2366-2366]	[1336-1336]	[64.7757-7678.04]	[166.545-3727.46]	[80.3491-3572.32]	[43.8691-1233.91]	[15.882-463.634]	[54.4926-1809.3]	[206.214-6207.97]	[329.713-8011.44]	[483.807-7678.04]	[197.592-4234.47]	[197.592-3281.14]	[315.952-1661.79]	[408.014-1733.98]	[224.597-4418.36]	[444.301-5464.71]	[598.592-4058.24]	[806.344-4810.43]	[1040.85-5237.29]	[916.131-3889.33]	[997.496-4234.47]	[997.496-4234.47]	[740.555-4234.47]	[841.396-5702.01]	[651.786-5464.71]	[598.592-2768.02]	[955.949-3281.14]
OG0004171	[20-20]	[105-105]	[743-743]	[51-51]	[535-535]	[19-19]	[365-365]	[542-542]	[358-358]	[375-375]	[266-266]	[334-334]	[422-422]	[737-737]	[385-385]	[77-77]	[356-356]	[152-152]	[106-106]	[154-154]	[252-252]	[169-169]	[18-18]	[209-209]	[658-658]	[734-734]	[353-353]	[8.71577-1182.52]	[47.8498-1086.08]	[20.7856-955.949]	[29.6077-841.396]	[14.5064-425.772]	[17.3798-598.592]	[64.7757-1887.9]	[83.881-2055.48]	[108.536-1809.3]	[67.6314-1462.74]	[83.881-1401.83]	[146.488-740.555]	[181.409-772.751]	[70.6111-1343.46]	[56.9019-709.7]	[56.9019-408.014]	[76.9642-463.634]	[87.5662-444.301]	[76.9642-315.952]	[76.9642-329.713]	[95.4235-408.014]	[76.9642-444.301]	[33.7698-234.391]	[21.7315-181.409]	[266.401-1233.91]	[278.011-955.949]
OG0005507	[179-179]	[503-503]	[1492-1492]	[502-502]	[1018-1018]	[341-341]	[825-825]	[1435-1435]	[1221-1221]	[1182-1182]	[1357-1357]	[1689-1689]	[2323-2323]	[4094-4094]	[1343-1343]	[952-952]	[4514-4514]	[1163-1163]	[1350-1350]	[1658-1658]	[2218-2218]	[9098-9098]	[1658-1658]	[9690-9690]	[2264-2264]	[2535-2535]	[1302-1302]	[56.9019-6477.54]	[224.597-5019.33]	[99.6098-4418.36]	[146.488-4058.24]	[103.978-3013.68]	[103.978-3423.63]	[290.124-8359.3]	[224.597-5464.71]	[329.713-5464.71]	[425.772-9101.01]	[359.053-5949.62]	[740.555-3889.33]	[955.949-4058.24]	[549.733-10338.7]	[526.817-6758.81]	[841.396-5702.01]	[1182.52-7052.29]	[916.131-4610.23]	[740.555-3013.68]	[806.344-3423.63]	[916.131-4058.24]	[1526.29-8722.27]	[2055.48-13921.3]	[1401.83-11256.1]	[916.131-4234.47]	[955.949-3423.63]
OG0004103	[1666-1666]	[824-824]	[5468-5468]	[0-0]	[1366-1366]	[283-283]	[2388-2388]	[2166-2166]	[377-377]	[49018-49018]	[1277-1277]	[1614-1614]	[2415-2415]	[2183-2183]	[1650-1650]	[600-600]	[4144-4144]	[1091-1091]	[1218-1218]	[2117-2117]	[1587-1587]	[1289-1289]	[1467-1467]	[1650-1650]	[1013-1013]	[1428-1428]	[1091-1091]	[99.6098-11744.8]	[189.328-4234.47]	[52.1836-2335.13]	[45.8172-1233.91]	[9.57772-302.764]	[108.536-3572.32]	[390.995-11256.1]	[266.401-6758.81]	[224.597-3727.46]	[624.624-13342]	[1809.3-29918]	[740.555-3727.46]	[955.949-4058.24]	[359.053-6758.81]	[374.685-4810.43]	[463.634-3144.57]	[624.624-3727.46]	[841.396-4418.36]	[680.128-2888.24]	[772.751-3281.14]	[877.969-3889.33]	[549.733-3144.57]	[549.733-3889.33]	[549.733-4418.36]	[526.817-2436.55]	[680.128-2335.13]
OG0004036	[1234-1234]	[823-823]	[3453-3453]	[102-102]	[4067-4067]	[343-343]	[30-30]	[2642-2642]	[2686-2686]	[1100-1100]	[1030-1030]	[1101-1101]	[1675-1675]	[3028-3028]	[2140-2140]	[1432-1432]	[3392-3392]	[1241-1241]	[2507-2507]	[5923-5923]	[3359-3359]	[6137-6137]	[5184-5184]	[6107-6107]	[5578-5578]	[4598-4598]	[3871-3871]	[95.4235-11256.1]	[206.214-4610.23]	[128.833-5702.01]	[166.545-4610.23]	[91.4114-2542.38]	[206.214-6758.81]	[206.214-5949.62]	[87.5662-2144.76]	[651.786-10787.7]	[425.772-9496.18]	[290.124-4810.43]	[549.733-2768.02]	[651.786-2888.24]	[651.786-12254.7]	[772.751-9908.51]	[1182.52-8011.44]	[1661.79-9908.51]	[1233.91-6207.97]	[1233.91-5237.29]	[1733.98-7358.52]	[2144.76-9101.01]	[2237.92-12786.8]	[2237.92-15156.5]	[1969.91-15814.6]	[2237.92-10338.7]	[2237.92-8011.44]
OG0005854	[261-261]	[34-34]	[260-260]	[174-174]	[208-208]	[26-26]	[174-174]	[356-356]	[494-494]	[232-232]	[206-206]	[204-204]	[334-334]	[358-358]	[366-366]	[124-124]	[925-925]	[136-136]	[199-199]	[249-249]	[215-215]	[445-445]	[88-88]	[283-283]	[161-161]	[161-161]	[196-196]	[16.615-2055.48]	[33.7698-772.751]	[12.6501-598.592]	[25.9437-740.555]	[19.0104-549.733]	[12.0822-425.772]	[49.9707-1462.74]	[59.4158-1462.74]	[103.978-1733.98]	[54.4926-1182.52]	[56.9019-955.949]	[103.978-549.733]	[123.431-549.733]	[62.0388-1182.52]	[67.6314-877.969]	[76.9642-526.817]	[99.6098-598.592]	[134.47-680.128]	[91.4114-390.995]	[108.536-444.301]	[113.291-483.807]	[83.881-504.855]	[87.5662-598.592]	[54.4926-463.634]	[80.3491-374.685]	[95.4235-329.713]
OG0006395	[365-365]	[595-595]	[1549-1549]	[151-151]	[1166-1166]	[197-197]	[1875-1875]	[1245-1245]	[896-896]	[293-293]	[400-400]	[524-524]	[808-808]	[1051-1051]	[403-403]	[305-305]	[1186-1186]	[573-573]	[838-838]	[1042-1042]	[1164-1164]	[1927-1927]	[1064-1064]	[1881-1881]	[1324-1324]	[1518-1518]	[821-821]	[52.1836-5949.62]	[140.352-3144.57]	[80.3491-3572.32]	[99.6098-2768.02]	[59.4158-1661.79]	[83.881-2768.02]	[152.892-4418.36]	[266.401-6477.54]	[255.275-4234.47]	[128.833-2768.02]	[99.6098-1661.79]	[234.391-1233.91]	[315.952-1343.46]	[181.409-3423.63]	[189.328-2436.55]	[315.952-2237.92]	[483.807-2888.24]	[408.014-2055.48]	[408.014-1733.98]	[483.807-2055.48]	[526.817-2335.13]	[598.592-3423.63]	[598.592-4234.47]	[504.855-4058.24]	[573.644-2542.38]	[598.592-2055.48]
OG0003461	[311-311]	[351-351]	[1312-1312]	[64-64]	[258-258]	[14-14]	[375-375]	[987-987]	[638-638]	[3350-3350]	[522-522]	[603-603]	[666-666]	[1081-1081]	[711-711]	[0-0]	[2924-2924]	[576-576]	[828-828]	[993-993]	[1363-1363]	[156-156]	[173-173]	[833-833]	[364-364]	[738-738]	[280-280]	[30.9365-3727.46]	[73.7202-1661.79]	[30.9365-1401.83]	[30.9365-877.969]	[11.0161-344.071]	[10.037-359.053]	[103.978-3144.57]	[118.253-2888.24]	[197.592-3281.14]	[118.253-2652.81]	[315.952-5019.33]	[255.275-1343.46]	[302.764-1343.46]	[76.9642-1462.74]	[54.4926-680.128]	[42.0021-290.124]	[234.391-1401.83]	[549.733-2768.02]	[425.772-1733.98]	[504.855-2144.76]	[549.733-2436.55]	[134.47-772.751]	[103.978-740.555]	[134.47-1086.08]	[197.592-877.969]	[244.611-841.396]
OG0003238	[452-452]	[850-850]	[2798-2798]	[55-55]	[2521-2521]	[103-103]	[444-444]	[1093-1093]	[261-261]	[538-538]	[1126-1126]	[1054-1054]	[1717-1717]	[2286-2286]	[1225-1225]	[476-476]	[3138-3138]	[1256-1256]	[2310-2310]	[1720-1720]	[1846-1846]	[1646-1646]	[2197-2197]	[1300-1300]	[289-289]	[1914-1914]	[1297-1297]	[56.9019-6758.81]	[152.892-3423.63]	[87.5662-3889.33]	[95.4235-2652.81]	[42.0021-1182.52]	[91.4114-2888.24]	[152.892-4610.23]	[99.6098-2436.55]	[128.833-2144.76]	[255.275-5464.71]	[215.21-3572.32]	[549.733-2888.24]	[651.786-2768.02]	[329.713-6207.97]	[329.713-4058.24]	[425.772-3013.68]	[624.624-3727.46]	[916.131-4610.23]	[841.396-3572.32]	[955.949-4058.24]	[841.396-3727.46]	[526.817-3013.68]	[651.786-4418.36]	[598.592-4810.43]	[359.053-1661.79]	[841.396-3013.68]
OG0004356	[1192-1192]	[313-313]	[5976-5976]	[890-890]	[3766-3766]	[390-390]	[2271-2271]	[4427-4427]	[620-620]	[1022-1022]	[1410-1410]	[1346-1346]	[2016-2016]	[1490-1490]	[3365-3365]	[563-563]	[3292-3292]	[2436-2436]	[5033-5033]	[5458-5458]	[5563-5563]	[2558-2558]	[3621-3621]	[4430-4430]	[2052-2052]	[2672-2672]	[2551-2551]	[123.431-14525.8]	[290.124-6477.54]	[159.573-7052.29]	[359.053-9908.51]	[206.214-5702.01]	[215.21-7052.29]	[329.713-9496.18]	[374.685-9496.18]	[408.014-6758.81]	[374.685-8011.44]	[315.952-5237.29]	[680.128-3572.32]	[806.344-3423.63]	[483.807-9101.01]	[680.128-8722.27]	[806.344-5464.71]	[1343.46-8011.44]	[1733.98-8722.27]	[2055.48-8359.3]	[2542.38-10787.7]	[2652.81-11256.1]	[1233.91-7052.29]	[1287.52-9101.01]	[1401.83-11256.1]	[1086.08-5019.33]	[1401.83-4810.43]
OG0000303	[2042-2042]	[378-378]	[1246-1246]	[370-370]	[792-792]	[237-237]	[12-12]	[1535-1535]	[1128-1128]	[1636-1636]	[1075-1075]	[1525-1525]	[1667-1667]	[866-866]	[755-755]	[873-873]	[2116-2116]	[293-293]	[377-377]	[532-532]	[565-565]	[913-913]	[969-969]	[2034-2034]	[500-500]	[788-788]	[382-382]	[73.7202-8722.27]	[108.536-2436.55]	[76.9642-3423.63]	[113.291-3013.68]	[76.9642-2144.76]	[76.9642-2436.55]	[99.6098-2888.24]	[40.2128-997.496]	[329.713-5464.71]	[224.597-4810.43]	[359.053-5949.62]	[598.592-3144.57]	[772.751-3281.14]	[189.328-3572.32]	[224.597-2768.02]	[302.764-2055.48]	[315.952-1887.9]	[290.124-1526.29]	[197.592-841.396]	[234.391-997.496]	[266.401-1133.28]	[359.053-2055.48]	[463.634-3144.57]	[504.855-4058.24]	[244.611-1133.28]	[290.124-1040.85]
